Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5282381,-4.8,4.645,1.913
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5311068,-5.9,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5311068,-5.7,5.362,3.49
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5311068,-5.6,11.439,9.748
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5311068,-5.6,4.785,2.585
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5311068,-5.5,10.955,9.841
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5311068,-5.2,3.367,1.848
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5311068,-5.1,2.231,1.5
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5311068,-5.0,5.28,2.957
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5311068,-5.0,5.184,2.626
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.7,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.6,3.187,2.317
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.6,4.86,2.699
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.5,4.444,1.785
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.3,2.401,1.609
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.2,12.675,10.388
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.2,13.194,11.405
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.1,3.716,1.924
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.1,4.678,2.219
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.4,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.4,5.33,2.693
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.4,5.46,2.682
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.3,2.504,1.717
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.2,11.374,10.276
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.1,10.93,9.819
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.0,11.513,10.239
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-4.6,12.144,10.16
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-4.5,10.966,9.021
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C23_H27_N3_O7.txt,-8.1,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C23_H27_N3_O7.txt,-7.4,9.093,6.321
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C23_H27_N3_O7.txt,-7.2,7.963,2.322
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C23_H27_N3_O7.txt,-6.4,7.892,2.83
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C23_H27_N3_O7.txt,-6.4,3.789,2.569
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C23_H27_N3_O7.txt,-6.1,2.761,2.057
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C23_H27_N3_O7.txt,-6.0,8.315,3.016
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C23_H27_N3_O7.txt,-6.0,7.915,2.462
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C23_H27_N3_O7.txt,-6.0,7.877,3.016
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C51_H79_N_O13.txt,-7.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C51_H79_N_O13.txt,-7.2,7.435,2.773
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C51_H79_N_O13.txt,-6.8,9.404,3.122
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C51_H79_N_O13.txt,-6.8,5.711,3.178
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C51_H79_N_O13.txt,-6.8,3.248,2.166
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C51_H79_N_O13.txt,-6.3,9.583,2.974
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C51_H79_N_O13.txt,-6.0,6.268,2.866
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C51_H79_N_O13.txt,-5.6,10.984,4.936
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C51_H79_N_O13.txt,-5.4,10.199,3.719
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_ID8,-6.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_ID8,-6.2,13.234,11.292
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_ID8,-6.1,4.523,2.957
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_ID8,-6.0,4.113,2.652
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_ID8,-6.0,2.375,1.597
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_ID8,-6.0,6.103,3.947
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_ID8,-6.0,4.961,3.972
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_ID8,-6.0,5.318,1.317
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_ID8,-5.9,5.351,3.481
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_LSN,-6.6,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_LSN,-6.5,4.787,3.205
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_LSN,-6.3,3.566,2.911
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_LSN,-6.3,6.298,3.524
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_LSN,-6.2,8.423,3.453
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_LSN,-6.2,5.32,3.545
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_LSN,-6.2,4.16,3.05
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_LSN,-6.1,4.109,2.963
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_LSN,-6.0,8.72,4.07
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_SC2,-4.5,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_SC2,-4.5,2.792,2.471
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_SC2,-4.4,4.045,2.894
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_SC2,-4.3,1.953,1.598
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_SC2,-4.2,2.714,2.185
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_SC2,-4.2,3.622,3.099
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_SC2,-4.2,3.786,2.386
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_SC2,-4.1,12.571,11.967
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_SC2,-4.0,11.812,11.267
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_9UQ,-6.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_9UQ,-6.7,3.145,2.122
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_9UQ,-6.0,9.842,8.279
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_9UQ,-5.7,3.135,2.11
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_9UQ,-5.7,10.754,8.831
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_9UQ,-5.6,2.955,1.962
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_9UQ,-5.5,12.568,10.827
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_9UQ,-5.5,2.456,1.81
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_9UQ,-5.5,10.383,8.119
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4474,-6.2,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4474,-6.1,9.076,4.54
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4474,-6.0,6.934,2.992
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4474,-6.0,7.694,2.795
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4474,-6.0,6.454,2.404
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4474,-5.9,4.558,1.475
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4474,-5.9,6.799,2.025
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4474,-5.8,5.972,2.169
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4474,-5.8,4.99,2.777
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4499,-5.4,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4499,-5.4,4.546,2.443
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4499,-5.3,4.326,2.706
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4499,-5.2,1.837,1.324
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4499,-5.2,4.527,2.378
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4499,-5.1,4.972,2.58
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4499,-5.1,5.036,2.768
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4499,-5.1,5.935,3.605
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_4499,-5.0,5.811,2.257
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.4,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.1,5.576,2.877
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.0,5.361,2.716
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.0,5.565,1.689
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-5.8,5.444,1.855
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-5.7,2.727,2.167
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-5.0,3.472,2.712
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-5.0,2.397,1.752
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-4.9,5.974,2.68
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-9.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-9.6,3.883,0.438
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-9.5,2.0,1.195
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.7,2.418,1.807
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.5,10.492,4.124
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.4,4.555,2.72
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.4,4.036,2.42
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.4,5.052,2.749
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.4,10.736,4.216
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-7.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-7.9,2.127,1.626
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-7.5,8.509,2.034
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-7.4,9.234,2.286
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-7.1,8.484,2.042
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-6.9,3.593,2.645
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-6.9,4.416,3.123
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-6.8,2.492,1.738
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-6.7,5.212,3.355
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-7.8,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.9,10.76,6.483
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.6,2.402,2.054
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.5,6.472,2.527
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.3,9.421,5.923
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.3,5.215,2.4
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.2,10.502,6.55
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.1,9.01,6.986
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.1,6.502,2.058
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-6.5,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-6.4,7.415,1.858
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-6.2,8.065,5.118
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.9,7.209,2.304
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.9,7.268,1.87
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.9,2.944,1.571
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.9,3.7,2.029
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.8,10.397,4.491
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.7,7.436,1.934
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-7.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-6.3,5.05,2.329
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-6.2,2.03,0.593
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-6.1,5.122,2.43
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.9,3.134,1.64
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.9,11.366,9.603
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.8,1.762,1.499
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.6,11.069,9.267
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.5,11.032,8.805
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H8_O4.txt,-6.7,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H8_O4.txt,-6.3,4.115,2.067
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H8_O4.txt,-5.5,4.161,2.219
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H8_O4.txt,-5.2,4.346,1.967
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H8_O4.txt,-5.2,4.95,1.964
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H8_O4.txt,-5.1,4.626,3.05
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H8_O4.txt,-5.0,12.731,11.756
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H8_O4.txt,-4.9,12.028,11.197
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H8_O4.txt,-4.8,12.526,11.517
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H13_N_O3.txt,-6.5,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H13_N_O3.txt,-5.9,5.239,2.907
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H13_N_O3.txt,-5.9,2.087,1.789
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H13_N_O3.txt,-5.8,5.534,2.607
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H13_N_O3.txt,-5.6,2.672,2.302
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H13_N_O3.txt,-5.5,5.394,2.48
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H13_N_O3.txt,-5.5,3.503,2.93
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H13_N_O3.txt,-5.4,2.233,1.455
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C9_H13_N_O3.txt,-5.3,3.692,2.922
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.5,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.3,4.405,2.67
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.3,7.731,2.343
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.3,8.108,2.3
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.0,4.263,2.468
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.0,2.09,1.609
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-5.9,7.93,4.296
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-5.9,7.922,3.052
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-5.9,7.685,3.132
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-8.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-8.3,3.127,2.042
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.9,9.682,3.093
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.7,9.348,3.169
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.3,4.444,2.718
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.2,10.329,4.521
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.1,7.056,2.639
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.0,8.795,2.987
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-6.9,10.445,2.75
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-8.1,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-7.7,2.069,0.834
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.9,5.82,2.111
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.7,3.211,2.082
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.5,10.46,9.312
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.2,9.765,7.978
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.2,10.614,9.304
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.1,11.804,10.725
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_ID8,-6.1,2.666,2.069
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LSN,-7.2,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LSN,-7.0,3.492,2.078
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LSN,-7.0,5.168,3.106
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LSN,-6.9,3.056,1.751
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LSN,-6.8,3.12,1.864
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LSN,-6.7,7.341,3.423
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LSN,-6.7,7.916,3.825
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LSN,-6.6,7.537,3.375
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_LSN,-6.5,3.905,2.452
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_SC2,-5.7,0.0,0.0
