Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_7V7,-6.3,4.88,2.726
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-7.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.6,7.756,5.238
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.4,7.895,5.133
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.3,8.182,4.981
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.3,8.447,6.353
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.3,9.184,6.117
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.2,7.686,5.427
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.1,7.949,2.358
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.0,8.711,6.016
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.8,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.4,6.505,2.312
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.3,6.41,2.211
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.3,6.219,2.54
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.2,4.331,1.738
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.2,6.139,2.382
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.2,7.072,3.022
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.1,6.369,2.364
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.0,6.843,2.062
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-6.4,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-6.3,4.548,1.986
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-6.1,7.073,3.981
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.9,7.743,4.17
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.9,4.13,1.919
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.8,7.071,4.504
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.8,6.469,3.041
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.8,7.056,3.441
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.7,5.143,2.261
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.5,2.896,0.944
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.4,4.587,2.007
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.3,3.572,1.62
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.3,3.302,1.618
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.3,4.652,1.928
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.1,8.01,4.484
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.1,3.983,2.161
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.1,3.371,1.415
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-7.1,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-7.1,2.23,1.793
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.9,8.366,2.959
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.9,8.029,2.406
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.7,7.516,2.377
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.5,3.457,1.845
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.5,3.856,1.92
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.4,2.527,1.624
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.3,8.61,3.077
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.9,7.907,5.225
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.8,8.401,1.853
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.7,7.399,5.031
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.6,8.173,3.631
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.6,7.665,4.498
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.5,7.673,4.547
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.5,7.065,4.314
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.5,7.201,4.203
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-7.3,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-7.1,1.771,0.94
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-7.1,7.577,3.037
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.9,5.603,3.558
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.6,7.679,2.627
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.6,5.303,3.059
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.4,4.523,2.799
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.4,6.762,2.72
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.4,2.207,1.61
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-8.3,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.9,2.419,1.854
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.8,9.731,4.471
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.6,10.244,5.191
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.6,2.066,1.494
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.5,8.79,4.58
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.4,6.25,3.961
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.4,3.867,2.332
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.4,10.596,4.874
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-8.5,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-8.0,3.37,2.497
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.9,10.311,3.482
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.7,8.505,5.401
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.5,9.982,1.739
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.5,10.624,2.305
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.3,3.969,2.402
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.2,3.902,2.978
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.2,10.323,1.739
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.7,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.4,1.575,1.392
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.3,8.373,2.79
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.2,10.204,5.209
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.1,8.744,3.713
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.0,3.166,2.644
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.0,4.672,2.883
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-5.7,10.706,6.158
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-5.7,8.039,5.017
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-8.5,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-8.2,3.284,2.117
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-8.2,9.762,3.133
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.2,7.279,3.241
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.1,7.071,2.619
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.0,10.045,2.996
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.0,9.959,3.083
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-6.9,7.321,2.941
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-6.8,9.373,3.295
