Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_CL_N3.txt,-5.1,6.075,2.528
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_CL_N3.txt,-5.0,6.985,3.172
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_CL_N3.txt,-5.0,8.699,3.538
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_O2.txt,-7.1,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_O2.txt,-6.9,6.189,2.477
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_O2.txt,-6.8,2.86,1.356
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_O2.txt,-6.7,6.484,1.328
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_O2.txt,-6.6,10.607,8.737
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_O2.txt,-6.4,6.947,1.56
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_O2.txt,-6.4,11.359,8.993
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_O2.txt,-6.3,7.161,2.108
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H26_O2.txt,-6.1,2.434,1.731
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H36_N4_O11.txt,-6.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H36_N4_O11.txt,-6.3,7.581,5.041
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H36_N4_O11.txt,-6.2,10.939,8.701
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H36_N4_O11.txt,-6.1,10.206,8.014
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H36_N4_O11.txt,-6.0,8.167,5.187
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H36_N4_O11.txt,-5.9,11.29,9.101
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H36_N4_O11.txt,-5.8,11.736,7.264
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H36_N4_O11.txt,-5.8,12.369,8.255
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C18_H36_N4_O11.txt,-5.7,13.164,8.757
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H16_CL_N_O4.txt,-8.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H16_CL_N_O4.txt,-7.5,5.405,2.558
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H16_CL_N_O4.txt,-7.3,11.916,8.578
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H16_CL_N_O4.txt,-7.0,10.166,6.84
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H16_CL_N_O4.txt,-6.6,6.617,3.519
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H16_CL_N_O4.txt,-6.5,10.993,7.491
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H16_CL_N_O4.txt,-6.4,11.2,7.741
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H16_CL_N_O4.txt,-6.4,10.462,7.218
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H16_CL_N_O4.txt,-6.3,10.901,7.114
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H28_O2.txt,-7.4,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H28_O2.txt,-7.0,6.034,2.248
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H28_O2.txt,-6.8,3.768,2.688
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H28_O2.txt,-6.7,6.015,2.92
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H28_O2.txt,-6.6,3.089,2.213
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H28_O2.txt,-6.5,4.81,3.503
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H28_O2.txt,-6.4,5.346,2.678
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H28_O2.txt,-6.2,6.703,3.101
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C19_H28_O2.txt,-6.1,6.137,1.773
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C20_H16_N2_O4.txt,-8.4,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C20_H16_N2_O4.txt,-7.4,9.977,7.12
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C20_H16_N2_O4.txt,-7.0,7.949,5.105
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C20_H16_N2_O4.txt,-7.0,8.558,5.298
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C20_H16_N2_O4.txt,-7.0,7.874,5.956
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C20_H16_N2_O4.txt,-7.0,8.924,6.863
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C20_H16_N2_O4.txt,-6.9,8.545,5.811
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C20_H16_N2_O4.txt,-6.9,11.043,7.689
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C20_H16_N2_O4.txt,-6.8,6.754,4.172
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H24_F3_N3_S.txt,-6.8,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H24_F3_N3_S.txt,-6.6,9.555,5.827
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H24_F3_N3_S.txt,-6.6,5.434,3.549
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H24_F3_N3_S.txt,-6.6,7.951,5.345
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H24_F3_N3_S.txt,-6.5,6.607,4.141
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H24_F3_N3_S.txt,-6.5,9.715,5.761
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H24_F3_N3_S.txt,-6.5,9.837,6.331
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H24_F3_N3_S.txt,-6.4,6.983,4.468
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H24_F3_N3_S.txt,-6.3,9.118,5.467
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H30_O2.txt,-7.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H30_O2.txt,-7.3,7.179,1.374
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H30_O2.txt,-7.2,2.6,1.73
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H30_O2.txt,-6.9,2.044,1.503
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H30_O2.txt,-6.9,2.945,1.606
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H30_O2.txt,-6.6,7.05,1.706
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H30_O2.txt,-6.5,7.31,1.763
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H30_O2.txt,-6.5,6.777,1.748
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C21_H30_O2.txt,-6.4,6.989,1.811
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8(1).txt,-7.3,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8(1).txt,-6.8,4.774,2.369
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8(1).txt,-6.8,7.339,3.103
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8(1).txt,-6.4,7.11,2.951
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8(1).txt,-6.3,3.476,2.209
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8(1).txt,-6.3,7.151,3.546
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8(1).txt,-6.1,7.287,3.049
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8(1).txt,-6.1,2.251,1.758
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8(1).txt,-6.0,7.365,3.638
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8.txt,-6.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8.txt,-6.7,2.916,2.185
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8.txt,-6.6,6.463,3.088
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8.txt,-6.6,6.853,3.504
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8.txt,-6.5,7.425,3.307
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8.txt,-6.4,4.266,1.883
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8.txt,-6.1,6.195,3.551
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8.txt,-6.1,6.774,3.758
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H24_N2_O8.txt,-6.0,7.028,2.765
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H29_F_O5.txt,-7.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H29_F_O5.txt,-7.5,2.762,2.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H29_F_O5.txt,-7.4,6.794,2.106
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H29_F_O5.txt,-7.4,3.539,2.095
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H29_F_O5.txt,-6.8,7.168,2.027
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H29_F_O5.txt,-6.7,7.102,2.376
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H29_F_O5.txt,-6.6,6.948,2.452
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H29_F_O5.txt,-6.5,7.086,1.792
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H29_F_O5.txt,-6.3,3.008,2.159
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H30_N6_O4_S.txt,-7.1,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H30_N6_O4_S.txt,-7.0,2.207,1.714
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H30_N6_O4_S.txt,-6.8,3.394,2.248
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H30_N6_O4_S.txt,-6.8,6.532,3.348
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H30_N6_O4_S.txt,-6.7,6.604,3.711
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H30_N6_O4_S.txt,-6.7,8.887,2.691
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H30_N6_O4_S.txt,-6.6,9.167,3.067
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H30_N6_O4_S.txt,-6.4,9.218,2.884
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C22_H30_N6_O4_S.txt,-6.4,6.952,4.086
