Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6914273,-6.7,4.303,3.82
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6914273,-6.6,7.61,5.202
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6914273,-6.2,4.86,4.23
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6914273,-6.2,4.286,3.731
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6914273,-6.2,9.044,4.234
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6914273,-6.2,9.155,4.475
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132496,-5.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132496,-5.8,2.201,1.656
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132496,-5.6,4.008,1.747
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132496,-5.6,2.74,1.649
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132496,-5.6,6.932,2.869
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132496,-5.6,5.781,2.653
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132496,-5.5,5.598,2.48
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132496,-5.4,6.909,2.754
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132496,-5.3,4.789,2.244
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-7.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-7.7,2.114,1.535
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-7.3,9.164,2.239
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-7.2,8.307,2.058
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-7.0,8.311,2.171
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-6.9,4.468,3.123
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-6.8,8.34,5.109
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-6.7,9.021,2.615
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_132999,-6.7,7.594,4.331
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_135398737,-7.2,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_135398737,-7.0,6.638,2.84
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_135398737,-6.8,6.73,3.528
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_135398737,-6.8,6.333,3.055
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_135398737,-6.5,6.839,3.875
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_135398737,-6.4,8.49,5.542
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_135398737,-6.4,4.82,2.818
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_135398737,-6.3,5.899,3.688
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_135398737,-6.3,4.916,3.897
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_1548943,-6.7,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_1548943,-6.5,6.229,3.431
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_1548943,-6.3,8.025,5.673
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_1548943,-6.2,9.158,6.054
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_1548943,-6.2,2.178,1.614
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_1548943,-6.2,6.709,3.963
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_1548943,-6.2,3.73,2.878
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_1548943,-6.2,2.492,1.385
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_1548943,-6.1,2.717,1.711
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_208902,-7.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_208902,-6.8,2.965,1.584
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_208902,-6.3,11.5,9.123
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_208902,-6.2,5.338,3.27
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_208902,-6.0,13.181,10.454
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_208902,-6.0,11.776,9.497
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_208902,-5.9,12.377,9.47
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_208902,-5.7,10.793,8.939
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_208902,-5.7,12.436,10.233
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_3000322,-6.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_3000322,-6.5,7.039,2.985
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_3000322,-6.3,6.373,3.751
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_3000322,-6.3,7.178,2.414
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_3000322,-6.2,2.002,1.288
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_3000322,-6.1,13.071,10.11
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_3000322,-6.1,13.23,10.662
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_3000322,-6.1,12.892,10.09
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_3000322,-6.0,2.551,1.778
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-6.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-6.3,7.31,1.648
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-6.2,6.667,4.134
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-6.0,10.083,5.088
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.9,10.342,4.789
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.8,7.847,1.953
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.8,7.279,2.675
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.8,10.352,6.138
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5282381,-5.7,8.287,4.547
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-7.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-6.2,2.034,0.598
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-6.0,12.464,10.837
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.9,11.359,9.598
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.7,10.204,8.649
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.6,11.063,9.268
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.6,11.814,9.884
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.5,10.976,8.753
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5311068,-5.4,11.551,9.458
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5360696,-6.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5360696,-6.4,5.137,2.634
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5360696,-6.1,2.909,2.067
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5360696,-6.1,2.426,1.858
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5360696,-6.1,5.479,2.797
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5360696,-5.9,4.198,2.001
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5360696,-5.9,3.57,1.372
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5360696,-5.9,4.543,2.326
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5360696,-5.7,4.346,2.074
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5361092,-6.8,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5361092,-6.4,4.843,2.621
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5361092,-6.3,5.446,2.247
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5361092,-6.3,4.591,1.888
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5361092,-6.3,5.232,2.44
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5361092,-6.0,4.753,2.933
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5361092,-5.9,5.457,2.768
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5361092,-5.9,3.846,2.49
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5361092,-5.9,3.976,1.663
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5388962,-7.1,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5388962,-6.8,2.165,1.208
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5388962,-6.4,2.491,1.518
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5388962,-6.2,9.374,5.984
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5388962,-6.1,10.513,6.604
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5388962,-6.1,8.409,4.746
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5388962,-6.1,9.394,5.806
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5388962,-6.0,8.666,4.775
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5388962,-6.0,6.914,3.996
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5702063,-6.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5702063,-6.0,2.437,0.112
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5702063,-5.3,1.492,1.202
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5702063,-5.3,3.113,1.885
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5702063,-5.2,9.471,7.769
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5702063,-5.1,9.406,7.749
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5702063,-5.0,10.494,8.794
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5702063,-4.9,1.709,1.606
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5702063,-4.9,10.547,8.796
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.7,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.3,7.93,5.363
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.2,7.312,2.669
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.2,11.15,8.085
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.2,5.907,3.1
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-6.1,6.496,2.285
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-5.9,8.932,5.455
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-5.9,6.457,2.161
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_638678,-5.8,11.906,7.751
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_667477,-7.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_667477,-6.4,5.951,2.586
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_667477,-6.2,5.379,2.818
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_667477,-6.2,5.785,2.862
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_667477,-6.1,5.175,2.092
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_667477,-6.1,5.585,2.512
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_667477,-6.1,6.174,3.806
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_667477,-5.9,6.871,3.884
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_667477,-5.9,7.639,4.369
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6914273,-7.2,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6914273,-7.1,7.3,4.405
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6914273,-6.9,5.312,3.734
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6914273,-6.8,11.053,6.86
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6914273,-6.6,8.015,6.782
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6914273,-6.6,2.42,2.037
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6914273,-6.6,8.201,4.484
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6914273,-6.6,6.965,4.508
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6914273,-6.5,2.571,1.705
