Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_16362,-7.0,5.637,3.513
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_26757,-5.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_26757,-5.1,4.966,2.677
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_26757,-5.0,4.781,2.691
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_26757,-4.9,4.948,2.623
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_26757,-4.9,11.757,10.368
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_26757,-4.9,2.509,1.334
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_26757,-4.8,4.492,2.216
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_26757,-4.8,2.194,1.331
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_26757,-4.7,3.96,2.481
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_33741,-6.4,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_33741,-5.7,2.043,1.29
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_33741,-5.7,10.219,7.077
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_33741,-5.5,11.812,9.798
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_33741,-5.4,10.674,8.199
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_33741,-5.4,9.842,7.032
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_33741,-5.3,10.091,7.17
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_33741,-5.3,8.948,7.212
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_33741,-5.3,11.103,8.479
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_47811,-6.4,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_47811,-6.3,2.068,1.628
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_47811,-6.3,1.807,1.639
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_47811,-6.1,11.519,8.949
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_47811,-6.0,6.486,2.804
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_47811,-5.9,5.911,2.92
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_47811,-5.8,4.349,2.07
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_47811,-5.8,4.926,2.134
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_47811,-5.7,5.542,2.834
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_54687,-5.7,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_54687,-5.6,4.404,2.451
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_54687,-5.5,2.609,1.627
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_54687,-5.5,4.054,2.34
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_54687,-5.5,3.592,2.208
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_54687,-5.4,4.896,2.189
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_54687,-5.4,5.251,3.05
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_54687,-5.4,7.181,2.439
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_54687,-5.4,5.13,2.408
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_56959,-7.1,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_56959,-7.0,2.958,1.46
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_56959,-7.0,2.596,1.211
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_56959,-7.0,1.871,1.008
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_56959,-6.9,3.445,2.325
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_56959,-6.9,9.753,1.749
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_56959,-6.7,8.588,4.688
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_56959,-6.7,2.615,1.79
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_56959,-6.5,2.548,1.087
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5775,-6.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5775,-6.3,10.685,8.136
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5775,-6.3,12.369,10.114
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5775,-6.2,10.586,7.978
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5775,-6.1,11.771,9.565
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5775,-6.1,10.946,8.151
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5775,-6.0,10.706,7.939
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5775,-6.0,11.003,8.271
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5775,-5.9,11.016,7.98
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5794,-5.7,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5794,-5.3,9.822,6.156
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5794,-5.3,9.752,6.786
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5794,-5.2,3.133,2.136
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5794,-5.2,9.362,6.117
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5794,-5.2,2.396,1.695
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5794,-5.2,10.34,4.404
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5794,-5.1,3.556,2.414
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5794,-5.1,1.961,1.65
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5870,-7.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5870,-7.1,9.622,7.893
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5870,-7.0,5.292,3.038
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5870,-6.8,12.823,10.43
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5870,-6.7,4.321,2.807
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5870,-6.6,6.636,1.009
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5870,-6.6,5.608,3.291
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5870,-6.5,13.389,10.404
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5870,-6.5,5.708,2.71
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6041,-5.7,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6041,-5.5,1.989,1.451
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6041,-5.5,10.225,9.533
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6041,-5.4,5.002,2.916
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6041,-5.0,10.7,8.846
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6041,-5.0,3.433,2.436
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6041,-4.9,10.781,9.525
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6041,-4.9,11.354,9.444
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6041,-4.8,10.671,9.722
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6047,-5.6,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6047,-5.6,2.515,2.242
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6047,-5.5,5.004,3.451
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6047,-5.5,12.794,10.586
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6047,-5.5,5.581,2.014
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6047,-5.3,11.333,9.934
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6047,-5.3,2.088,1.767
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6047,-5.3,5.338,3.156
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6047,-5.2,12.661,10.371
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6082,-5.2,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6082,-5.2,11.375,10.086
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6082,-5.0,4.491,2.291
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6082,-4.9,11.07,10.041
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6082,-4.9,11.024,10.028
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6082,-4.8,11.234,10.273
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6082,-4.8,3.836,2.469
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6082,-4.7,10.968,10.392
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6082,-4.6,13.137,11.705
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6279,-7.0,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6279,-6.7,2.51,1.935
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6279,-6.6,7.811,3.138
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6279,-6.4,7.16,2.178
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6279,-6.1,2.412,1.771
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6279,-6.0,7.193,2.821
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6279,-6.0,7.016,2.838
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6279,-5.9,7.455,2.282
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6279,-5.8,3.641,2.767
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6729,-7.6,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6729,-7.6,9.212,4.152
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6729,-7.4,8.585,3.054
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6729,-7.4,9.628,3.158
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6729,-7.2,3.609,2.855
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6729,-7.2,4.357,2.516
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6729,-7.0,3.893,2.277
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6729,-7.0,5.245,3.452
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_6729,-6.9,9.762,3.621
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_92253,-6.2,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_92253,-6.1,5.353,1.905
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_92253,-6.0,2.121,0.756
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_92253,-6.0,4.784,2.121
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_92253,-6.0,4.568,2.127
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_92253,-6.0,3.683,2.112
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_92253,-5.8,3.691,1.911
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_92253,-5.6,4.335,1.926
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_92253,-5.6,5.947,1.894
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9782,-7.7,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9782,-7.6,0.969,0.891
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9782,-7.0,7.1,2.214
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9782,-6.9,7.147,1.734
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9782,-6.4,1.795,1.621
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9782,-6.3,2.709,1.853
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9782,-6.2,3.707,2.33
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9782,-6.1,7.404,2.596
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9782,-6.1,7.061,2.006
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_101989,-7.4,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_101989,-7.1,11.256,9.007
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_101989,-7.0,6.231,3.404
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_101989,-6.9,5.978,2.574
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_101989,-6.7,3.206,1.746
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_101989,-6.7,6.626,2.839
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_101989,-6.6,3.799,2.187
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_101989,-6.5,3.0,1.927
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_101989,-6.5,6.219,3.128
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_10836,-5.4,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_10836,-5.3,4.738,1.955
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_10836,-5.3,1.539,1.171
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_10836,-5.2,4.927,2.305
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_10836,-5.1,2.132,0.868
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_10836,-4.7,9.58,8.531
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_10836,-4.6,10.324,9.186
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_10836,-4.6,10.427,9.345
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_10836,-4.5,9.585,8.559
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-9.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-9.6,4.344,1.274
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-9.6,2.155,1.197
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-9.4,3.994,0.676
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.6,10.044,4.113
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.5,10.455,4.112
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.4,5.126,2.729
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.3,10.705,4.253
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_16362,-8.3,6.104,3.964
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_26757,-6.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_26757,-5.8,2.043,0.878
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_26757,-5.6,2.906,1.687
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_26757,-5.4,3.197,1.892
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_26757,-5.3,10.137,8.981
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_26757,-5.2,12.114,9.852
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_26757,-5.2,12.053,10.634
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_26757,-5.2,9.97,8.888
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_26757,-5.1,11.078,9.285
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_33741,-5.8,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_33741,-5.8,5.338,1.995
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_33741,-5.7,2.201,1.53
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_33741,-5.7,2.174,1.271
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_33741,-5.6,5.493,3.484
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_33741,-5.6,3.296,2.329
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_33741,-5.5,2.892,2.026
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_33741,-5.4,4.786,3.204
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_33741,-5.4,2.219,1.416
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_47811,-6.2,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_47811,-6.1,5.721,2.354
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_47811,-6.0,10.451,7.632
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_47811,-5.9,5.185,2.482
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_47811,-5.9,4.753,2.601
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_47811,-5.9,5.669,2.633
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_47811,-5.8,11.727,7.901
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_47811,-5.7,4.623,1.837
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_47811,-5.6,4.335,2.223
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_54687,-5.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_54687,-5.9,6.66,2.829
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_54687,-5.8,7.023,2.499
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_54687,-5.8,2.565,1.475
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_54687,-5.6,6.792,2.562
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_54687,-5.5,7.277,2.327
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_54687,-5.5,6.68,1.97
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_54687,-5.5,6.408,2.252
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_54687,-5.4,8.055,2.736
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_56959,-7.2,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_56959,-7.2,4.009,2.325
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_56959,-7.1,3.62,2.15
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_56959,-7.1,2.92,1.492
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_56959,-7.0,2.861,2.061
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_56959,-6.9,10.506,2.104
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_56959,-6.9,2.329,1.431
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_56959,-6.9,9.895,1.954
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_56959,-6.9,2.837,1.571
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5775,-6.3,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5775,-6.2,3.813,2.228
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5775,-6.1,3.768,2.45
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5775,-6.1,3.353,2.16
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5775,-6.0,1.699,1.271
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5775,-5.8,5.394,2.407
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5775,-5.7,6.244,2.83
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5775,-5.7,2.527,1.898
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5775,-5.6,3.008,2.39
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5794,-5.7,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5794,-5.5,8.843,2.596
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5794,-5.4,9.837,4.608
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5794,-5.4,10.005,3.274
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5794,-5.4,8.259,2.468
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5794,-5.4,2.235,1.616
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5794,-5.3,9.703,6.849
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5794,-5.3,8.173,3.361
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5794,-5.3,9.667,4.755
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5870,-7.5,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5870,-6.9,6.48,2.294
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5870,-6.8,6.656,1.238
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5870,-6.8,6.234,1.357
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5870,-6.7,2.819,1.442
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5870,-6.5,5.625,3.353
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5870,-6.5,6.429,2.202
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5870,-6.1,3.406,1.893
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_5870,-6.0,2.02,1.583
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6041,-5.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6041,-5.8,5.166,2.408
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6041,-5.8,2.17,1.699
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6041,-5.7,5.25,2.805
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6041,-5.6,2.768,1.98
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6041,-5.5,5.009,2.19
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6041,-5.5,2.107,1.814
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6041,-5.4,5.062,3.115
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6041,-5.3,5.183,2.743
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.8,2.761,2.439
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.8,5.319,3.028
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.6,5.395,2.534
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.5,2.387,2.202
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.4,5.407,3.53
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.2,5.075,3.08
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-6.2,3.924,3.518
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6047,-5.9,5.193,4.054
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6082,-5.4,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6082,-5.2,3.652,1.361
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6082,-4.9,4.555,2.253
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6082,-4.7,9.508,7.655
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6082,-4.7,10.821,9.062
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6082,-4.7,11.145,9.351
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6082,-4.6,10.273,8.681
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6082,-4.6,12.159,9.116
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6082,-4.5,3.959,2.215
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6279,-7.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6279,-6.8,7.537,2.539
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6279,-6.8,4.859,3.013
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6279,-6.7,7.151,2.936
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6279,-6.7,4.005,2.181
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6279,-6.5,5.674,3.826
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6279,-6.4,7.55,3.004
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6279,-6.2,2.204,1.754
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6279,-6.0,4.167,2.417
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6729,-8.5,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6729,-8.1,1.841,1.193
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6729,-8.0,9.222,3.305
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6729,-8.0,8.765,2.931
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6729,-7.9,5.413,3.711
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6729,-7.8,9.85,3.333
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6729,-7.8,9.519,2.88
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6729,-7.5,10.151,4.754
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_6729,-7.4,8.641,2.737
