Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4914,-4.8,3.247,2.285
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4914,-4.7,2.88,1.91
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4927,-6.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4927,-6.1,5.269,3.032
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4927,-6.1,5.647,1.94
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4927,-5.9,4.737,1.636
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4927,-5.7,6.327,2.428
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4927,-5.6,4.339,1.124
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4927,-5.5,4.615,1.611
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4927,-5.4,6.099,2.409
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4927,-5.3,3.28,2.325
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4932,-6.0,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4932,-5.8,3.684,2.002
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4932,-5.8,4.473,2.696
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4932,-5.7,5.665,3.784
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4932,-5.7,4.295,1.995
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4932,-5.7,5.144,2.164
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4932,-5.6,6.788,2.013
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4932,-5.6,4.483,2.086
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_4932,-5.6,6.047,2.224
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5002,-6.4,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5002,-6.4,7.587,5.582
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5002,-6.1,6.844,4.568
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5002,-5.9,6.595,4.388
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5002,-5.9,6.761,3.837
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5002,-5.9,8.512,6.158
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5002,-5.8,11.867,9.348
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5002,-5.7,7.111,5.174
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5002,-5.7,7.509,5.784
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5073,-8.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5073,-8.2,9.174,3.782
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5073,-8.2,7.933,3.238
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5073,-8.0,3.144,2.312
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5073,-8.0,8.232,3.249
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5073,-7.9,9.023,5.146
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5073,-7.8,4.403,2.994
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5073,-7.6,9.106,4.156
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5073,-7.6,8.817,3.764
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5487,-5.8,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5487,-5.7,9.545,6.838
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5487,-5.7,9.391,7.511
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5487,-5.7,4.623,2.616
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5487,-5.4,11.616,9.499
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5487,-5.4,11.158,9.75
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5487,-5.3,10.924,8.835
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5487,-5.2,9.006,7.179
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5487,-5.2,10.225,7.392
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5572,-6.6,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5572,-6.5,6.135,2.066
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5572,-6.3,5.266,2.298
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5572,-6.2,2.595,1.713
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5572,-6.2,6.716,2.29
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5572,-6.2,6.436,2.083
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5572,-6.1,5.795,2.603
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5572,-6.0,4.603,1.537
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5572,-5.8,5.792,2.814
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5593,-6.1,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5593,-5.9,6.161,2.916
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5593,-5.9,4.106,2.256
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5593,-5.8,5.291,2.351
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5593,-5.8,5.852,2.619
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5593,-5.8,4.302,3.158
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5593,-5.8,4.884,2.416
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5593,-5.7,5.008,1.816
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5593,-5.6,5.241,2.529
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5656,-6.0,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5656,-5.8,10.732,8.947
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5656,-5.8,10.333,8.314
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5656,-5.6,10.989,8.183
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5656,-5.6,9.831,7.114
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5656,-5.6,10.344,8.05
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5656,-5.6,11.63,9.085
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5656,-5.5,10.82,7.994
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5656,-5.5,9.587,6.749
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5732,-7.2,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5732,-6.5,9.574,6.466
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5732,-6.5,9.541,7.645
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5732,-6.4,11.281,7.954
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5732,-6.3,8.653,5.782
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5732,-6.1,9.077,7.213
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5732,-6.0,7.838,5.545
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5732,-5.9,9.343,7.292
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5732,-5.8,8.771,7.228
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5770,-7.9,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5770,-7.8,1.954,0.07
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5770,-7.5,9.918,4.251
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5770,-7.4,10.055,4.128
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5770,-7.3,10.904,3.295
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5770,-7.2,10.974,2.962
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5770,-7.2,2.206,1.823
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5770,-7.2,1.968,1.687
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_5770,-7.2,2.782,1.714
