Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_N4_O3.txt,-5.5,3.678,1.811
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_N4_O3.txt,-5.4,6.011,3.065
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_N4_O3.txt,-5.4,13.043,10.138
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_N4_O3.txt,-5.4,6.479,3.868
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_O2.txt,-5.7,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_O2.txt,-5.3,4.177,3.222
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_O2.txt,-5.3,2.159,1.247
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_O2.txt,-5.2,2.167,1.542
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_O2.txt,-5.1,12.848,11.46
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_O2.txt,-5.0,9.437,8.183
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_O2.txt,-4.9,1.944,1.31
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_O2.txt,-4.9,12.827,11.752
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C13_H18_O2.txt,-4.9,11.974,10.337
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H11_CL2_N_O2.txt,-6.5,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H11_CL2_N_O2.txt,-6.4,2.304,0.855
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H11_CL2_N_O2.txt,-6.4,5.498,1.821
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H11_CL2_N_O2.txt,-6.2,5.136,1.782
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H11_CL2_N_O2.txt,-6.2,11.315,10.262
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H11_CL2_N_O2.txt,-6.2,4.514,3.117
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H11_CL2_N_O2.txt,-6.1,3.944,2.608
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H11_CL2_N_O2.txt,-5.9,11.648,9.974
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H11_CL2_N_O2.txt,-5.9,9.762,8.574
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H12_O3.txt,-6.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H12_O3.txt,-6.3,7.408,1.8
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H12_O3.txt,-6.2,2.052,0.125
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H12_O3.txt,-6.2,7.509,1.983
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H12_O3.txt,-6.2,7.101,4.255
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H12_O3.txt,-6.2,7.418,1.818
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H12_O3.txt,-6.0,7.423,1.776
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H12_O3.txt,-6.0,14.327,12.03
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C14_H12_O3.txt,-5.8,6.169,4.723
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H6_O_S.txt,-2.6,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H6_O_S.txt,-2.4,2.172,1.636
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H6_O_S.txt,-2.4,2.129,2.129
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H6_O_S.txt,-2.4,2.392,2.282
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H6_O_S.txt,-2.3,2.687,2.554
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H6_O_S.txt,-2.3,2.304,1.409
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H6_O_S.txt,-2.3,2.599,1.945
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H6_O_S.txt,-2.2,9.994,9.867
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H6_O_S.txt,-2.1,2.722,2.609
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H7_N_S.txt,-2.6,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H7_N_S.txt,-2.5,1.738,1.738
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H7_N_S.txt,-2.3,2.259,2.255
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H7_N_S.txt,-2.2,4.437,4.248
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H7_N_S.txt,-2.2,2.811,2.662
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H7_N_S.txt,-2.2,2.87,2.791
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H7_N_S.txt,-2.2,9.267,9.071
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H7_N_S.txt,-2.2,9.232,9.087
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H7_N_S.txt,-2.2,2.215,2.152
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H_BR_CL_F3.txt,-3.9,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H_BR_CL_F3.txt,-3.7,2.414,2.006
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H_BR_CL_F3.txt,-3.7,2.37,2.134
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H_BR_CL_F3.txt,-3.6,10.672,10.305
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H_BR_CL_F3.txt,-3.6,3.087,2.729
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H_BR_CL_F3.txt,-3.5,10.556,10.059
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H_BR_CL_F3.txt,-3.5,10.779,10.414
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H_BR_CL_F3.txt,-3.5,10.593,10.104
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C2_H_BR_CL_F3.txt,-3.4,3.061,2.806
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C3_H2_CL_F5_O.txt,-4.7,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C3_H2_CL_F5_O.txt,-4.4,3.256,1.733
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C3_H2_CL_F5_O.txt,-4.4,2.287,1.764
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C3_H2_CL_F5_O.txt,-4.3,3.623,1.992
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C3_H2_CL_F5_O.txt,-4.2,10.66,9.815
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C3_H2_CL_F5_O.txt,-4.1,10.967,9.925
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C3_H2_CL_F5_O.txt,-4.1,2.091,1.445
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C3_H2_CL_F5_O.txt,-4.1,1.872,1.628
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C3_H2_CL_F5_O.txt,-4.1,11.603,10.96
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C5_H4_N4_O.txt,-5.8,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C5_H4_N4_O.txt,-5.6,2.87,1.039
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C5_H4_N4_O.txt,-5.5,3.811,2.286
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C5_H4_N4_O.txt,-5.1,3.037,0.974
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C5_H4_N4_O.txt,-5.0,2.192,1.814
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C5_H4_N4_O.txt,-4.9,10.6,9.909
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C5_H4_N4_O.txt,-4.8,2.452,1.695
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C5_H4_N4_O.txt,-4.8,2.961,2.052
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C5_H4_N4_O.txt,-4.8,3.657,3.004
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C6_H8_CL_N7_O.txt,-7.2,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C6_H8_CL_N7_O.txt,-6.4,1.679,1.417
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C6_H8_CL_N7_O.txt,-6.3,3.212,2.301
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C6_H8_CL_N7_O.txt,-6.0,3.944,2.859
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C6_H8_CL_N7_O.txt,-5.9,2.585,2.282
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C6_H8_CL_N7_O.txt,-5.6,10.331,8.332
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C6_H8_CL_N7_O.txt,-5.5,9.277,8.342
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C6_H8_CL_N7_O.txt,-5.5,5.229,3.201
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C6_H8_CL_N7_O.txt,-5.3,6.712,3.218
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.5,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.4,5.388,2.618
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.4,5.522,2.617
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.4,2.394,1.685
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.2,11.139,10.082
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.1,10.868,9.73
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.0,12.683,10.508
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-5.0,11.28,9.956
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H13_N_O3.txt,-4.9,2.944,2.124
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H15_N_O3_S.txt,-5.5,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H15_N_O3_S.txt,-5.0,10.825,9.693
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H15_N_O3_S.txt,-4.7,9.147,7.697
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H15_N_O3_S.txt,-4.7,9.097,7.788
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H15_N_O3_S.txt,-4.6,9.809,8.004
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H15_N_O3_S.txt,-4.6,9.723,8.824
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H15_N_O3_S.txt,-4.6,9.427,8.158
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H15_N_O3_S.txt,-4.5,9.865,8.65
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H15_N_O3_S.txt,-4.5,11.521,10.419
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.7,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.7,3.212,2.296
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.6,4.904,2.666
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.6,4.393,1.786
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.3,3.163,1.732
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.3,12.662,10.357
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.2,12.997,11.411
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.2,3.742,1.942
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_Formula_C9_H8_O4.txt,-5.1,12.196,11.194
