Ligand,Binding Affinity,rmsd/ub, rmsd/lb
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_7V7,-6.3,4.88,2.726
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-7.0,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.6,7.756,5.238
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.4,7.895,5.133
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.3,8.182,4.981
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.3,8.447,6.353
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.3,9.184,6.117
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.2,7.686,5.427
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.1,7.949,2.358
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C23_H27_N3_O7.txt,-6.0,8.711,6.016
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.8,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.4,6.505,2.312
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.3,6.41,2.211
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.3,6.219,2.54
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.2,4.331,1.738
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.2,6.139,2.382
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.2,7.072,3.022
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.1,6.369,2.364
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C24_H36_O5.txt,-6.0,6.843,2.062
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-6.4,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-6.3,4.548,1.986
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-6.1,7.073,3.981
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.9,7.743,4.17
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.9,4.13,1.919
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.8,7.071,4.504
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.8,6.469,3.041
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.8,7.056,3.441
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C25_H40_O6.txt,-5.7,5.143,2.261
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.6,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.5,2.896,0.944
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.4,4.587,2.007
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.3,3.572,1.62
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.3,3.302,1.618
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.3,4.652,1.928
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.1,8.01,4.484
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.1,3.983,2.161
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C26_H29_N_O.txt,-6.1,3.371,1.415
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-7.1,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-7.1,2.23,1.793
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.9,8.366,2.959
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.9,8.029,2.406
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.7,7.516,2.377
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.5,3.457,1.845
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.5,3.856,1.92
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.4,2.527,1.624
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O.txt,-6.3,8.61,3.077
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.9,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.9,7.907,5.225
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.8,8.401,1.853
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.7,7.399,5.031
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.6,8.173,3.631
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.6,7.665,4.498
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.5,7.673,4.547
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.5,7.065,4.314
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C27_H44_O3.txt,-6.5,7.201,4.203
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-7.3,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-7.1,1.771,0.94
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-7.1,7.577,3.037
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.9,5.603,3.558
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.6,7.679,2.627
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.6,5.303,3.059
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.4,4.523,2.799
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.4,6.762,2.72
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C33_H35_F_N2_O5.txt,-6.4,2.207,1.61
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-8.3,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.9,2.419,1.854
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.8,9.731,4.471
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.6,10.244,5.191
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.6,2.066,1.494
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.5,8.79,4.58
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.4,6.25,3.961
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.4,3.867,2.332
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C35_H38_CL_N_O3_S.txt,-7.4,10.596,4.874
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-8.5,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-8.0,3.37,2.497
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.9,10.311,3.482
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.7,8.505,5.401
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.5,9.982,1.739
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.5,10.624,2.305
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.3,3.969,2.402
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.2,3.902,2.978
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C41_H64_O14.txt,-7.2,10.323,1.739
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.7,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.4,1.575,1.392
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.3,8.373,2.79
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.2,10.204,5.209
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.1,8.744,3.713
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.0,3.166,2.644
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-6.0,4.672,2.883
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-5.7,10.706,6.158
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C44_H69_N_O12.txt,-5.7,8.039,5.017
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-8.5,0.0,0.0
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-8.2,3.284,2.117
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-8.2,9.762,3.133
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.2,7.279,3.241
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.1,7.071,2.619
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.0,10.045,2.996
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-7.0,9.959,3.083
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-6.9,7.321,2.941
Model_CYFIP2_WT_DOPE___-160988.06250_minimized_Formula_C51_H79_N_O13.txt,-6.8,9.373,3.295
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_08Y,-8.9,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_08Y,-8.4,3.421,2.11
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_08Y,-8.3,6.034,3.556
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_08Y,-8.2,2.841,2.333
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_08Y,-8.0,9.806,3.79
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_08Y,-8.0,4.549,2.189
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_08Y,-7.9,10.283,3.787
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_08Y,-7.7,4.648,2.472
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_08Y,-7.6,9.439,4.124
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9F2,-7.9,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9F2,-7.8,2.285,1.794
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9F2,-7.4,8.908,3.311
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9F2,-7.2,9.103,3.032
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9F2,-7.1,4.042,2.993
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9F2,-7.0,2.848,1.808
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9F2,-7.0,9.758,2.836
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9F2,-6.9,9.904,3.027
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9F2,-6.8,9.543,3.023
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9UQ,-5.9,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9UQ,-5.8,11.923,10.63
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9UQ,-5.7,11.255,8.609
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9UQ,-5.7,10.057,8.393
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9UQ,-5.7,11.949,9.542
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9UQ,-5.4,9.788,8.288
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9UQ,-5.4,11.174,9.917
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9UQ,-5.3,12.846,10.412
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_9UQ,-5.2,11.715,10.034
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_20J,-6.1,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_20J,-5.7,11.939,11.007
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_20J,-5.5,11.682,10.573
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_20J,-5.4,12.128,11.057
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_20J,-5.3,11.762,10.633
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_20J,-5.2,11.555,10.771
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_20J,-5.1,9.135,8.536
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_20J,-5.0,11.084,10.51
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_20J,-5.0,11.275,10.219
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_29E,-6.5,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_29E,-6.2,2.328,1.389
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_29E,-5.9,1.46,1.156
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_29E,-5.6,5.325,2.247
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_29E,-5.6,5.303,2.28
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_29E,-5.6,4.251,2.266
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_29E,-5.6,5.031,2.872
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_29E,-5.6,11.302,9.521
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_29E,-5.6,3.692,1.859
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_68P,-6.3,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_68P,-6.1,6.979,2.925
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_68P,-6.0,5.538,3.369
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_68P,-5.9,3.766,2.633
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_68P,-5.7,6.137,3.53
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_68P,-5.7,3.222,2.13
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_68P,-5.7,5.561,2.421
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_68P,-5.6,9.513,6.412
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_68P,-5.6,7.28,4.266
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_377,-5.8,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_377,-5.8,2.84,0.657
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_377,-5.2,11.7,10.689
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_377,-5.1,11.305,10.236
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_377,-5.1,11.612,10.556
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_377,-4.9,10.848,9.642
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_377,-4.9,10.535,9.43
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_377,-4.9,11.994,10.969
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_377,-4.8,10.443,9.478
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_657,-6.1,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_657,-5.8,6.168,4.89
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_657,-5.6,2.64,2.191
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_657,-5.6,5.763,4.52
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_657,-5.6,3.136,2.257
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_657,-5.6,12.337,11.452
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_657,-5.6,9.992,9.072
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_657,-5.5,11.145,10.287
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_657,-5.5,11.066,10.06
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_BBI,-5.9,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_BBI,-5.6,3.454,2.433
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_BBI,-5.6,5.025,2.104
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_BBI,-5.5,5.781,2.703
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_BBI,-5.4,4.533,2.179
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_BBI,-5.4,4.654,2.554
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_BBI,-5.4,2.498,1.637
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_BBI,-5.3,7.54,2.79
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_BBI,-5.3,7.504,3.303
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C5U,-6.0,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C5U,-5.8,5.494,2.184
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C5U,-5.8,4.565,2.251
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C5U,-5.7,3.594,2.057
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C5U,-5.6,3.195,2.374
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C5U,-5.5,5.635,1.936
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C5U,-5.3,3.81,2.591
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C5U,-5.3,4.98,2.221
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C5U,-5.3,4.691,2.416
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C7H,-7.2,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C7H,-7.0,5.038,2.722
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C7H,-6.9,5.59,2.394
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C7H,-6.9,4.982,2.815
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C7H,-6.8,4.997,2.228
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C7H,-6.8,5.13,3.02
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C7H,-6.8,5.349,2.681
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C7H,-6.7,6.007,2.418
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C7H,-6.7,4.241,2.901
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C9F,-5.8,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C9F,-5.7,5.428,2.899
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C9F,-5.4,5.608,2.426
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C9F,-5.3,5.851,2.831
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C9F,-5.2,4.874,2.537
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C9F,-5.0,5.363,2.61
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C9F,-4.9,7.557,4.198
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C9F,-4.9,5.204,2.822
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_C9F,-4.9,6.757,2.995
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CC9,-7.0,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CC9,-6.8,2.221,1.501
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CC9,-6.7,9.057,6.054
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CC9,-6.7,8.901,6.426
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CC9,-6.7,9.634,6.722
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CC9,-6.7,2.852,1.783
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CC9,-6.7,8.421,6.113
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CC9,-6.6,9.429,6.401
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CC9,-6.6,9.457,6.367
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CLU,-5.4,0.0,0.0
Model_CYFIP2_R87C_DOPE___-161301.70313_minimized_CLU,-5.4,2.455,0.327
